Amount,BioGuideID,Description,ExcessReturn,House,Party,PriceChange,Range,ReportDate,Representative,SPYChange,Ticker,TickerType,Transaction,TransactionDate,last_modified
1001.0,G000596,,37.4129852329611,Representatives,R,42.7479043904058,"$1,001 - $15,000",2025-08-15,Marjorie Taylor Greene,5.33491915744476,UNH,ST,Purchase,2025-08-04,2025-08-15
1001.0,G000596,,7.15050099570702,Representatives,R,12.4854201531518,"$1,001 - $15,000",2025-08-15,Marjorie Taylor Greene,5.33491915744476,ABBV,ST,Purchase,2025-08-04,2025-08-15
1001.0,G000596,,-6.31116004194253,Representatives,R,-0.976240884497763,"$1,001 - $15,000",2025-08-15,Marjorie Taylor Greene,5.33491915744476,UPS,ST,Purchase,2025-08-04,2025-08-15
1001.0,F000472,,8.1356811293817,Representatives,R,13.4706002868265,"$1,001 - $15,000",2025-08-14,Scott Scott Franklin,5.33491915744476,NVO,ST,Purchase,2025-08-04,2025-08-15
1001.0,F000472,,8.1356811293817,Representatives,R,13.4706002868265,"$1,001 - $15,000",2025-08-14,Scott Scott Franklin,5.33491915744476,NVO,ST,Purchase,2025-08-04,2025-08-15
1001.0,F000472,,-8.34444004196565,Representatives,R,-3.00952088452089,"$1,001 - $15,000",2025-08-14,Scott Scott Franklin,5.33491915744476,CMCSA,ST,Sale,2025-08-04,2025-08-15
1001.0,F000472,,-8.34444004196565,Representatives,R,-3.00952088452089,"$1,001 - $15,000",2025-08-14,Scott Scott Franklin,5.33491915744476,CMCSA,ST,Sale,2025-08-04,2025-08-15
15001.0,F000472,,-8.34444004196565,Representatives,R,-3.00952088452089,"$15,001 - $50,000",2025-08-14,Scott Scott Franklin,5.33491915744476,CMCSA,ST,Sale,2025-08-04,2025-08-15
1001.0,F000472,,8.1356811293817,Representatives,R,13.4706002868265,"$1,001 - $15,000",2025-08-14,Scott Scott Franklin,5.33491915744476,NVO,ST,Purchase,2025-08-04,2025-08-15
15001.0,F000472,,8.1356811293817,Representatives,R,13.4706002868265,"$15,001 - $50,000",2025-08-14,Scott Scott Franklin,5.33491915744476,NVO,ST,Purchase,2025-08-04,2025-08-15
1001.0,M001136,,6.35228292907381,Representatives,R,11.6872020865186,"$1,001 - $15,000",2025-08-13,Lisa Mcclain,5.33491915744476,ALV,ST,Sale,2025-08-04,2025-08-14
1001.0,M001136,,8.54758822686767,Representatives,R,13.8825073843124,"$1,001 - $15,000",2025-08-13,Lisa Mcclain,5.33491915744476,AMAT,ST,Sale,2025-08-04,2025-08-14
1001.0,M001136,,1.40149207195688,Representatives,R,6.73641122940164,"$1,001 - $15,000",2025-08-13,Lisa Mcclain,5.33491915744476,AJG,ST,Sale,2025-08-04,2025-08-14
1001.0,M001136,,-0.766055467390434,Representatives,R,4.56886369005433,"$1,001 - $15,000",2025-08-13,Lisa Mcclain,5.33491915744476,AMZN,ST,Sale,2025-08-04,2025-08-14
15001.0,M001232,,-19.2809250746045,Representatives,D,-13.9460059171598,"$15,001 - $50,000",2025-09-02,April Mcclain Delaney,5.33491915744476,MORN,ST,Purchase,2025-08-02,2025-09-03
1001.0,B001236,,,Senate,R,,"$1,001 - $15,000",2025-09-12,John Boozman,,EMRZX,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,2.59989805877969,Senate,R,9.53663793103448,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,GEM,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-0.572895216509579,Senate,R,6.36384465574521,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,EFA,Stock,Sale (Partial),2025-08-01,2025-09-12
15001.0,B001236,,-6.91780047831538,Senate,R,0.0189393939394036,"$15,001 - $50,000",2025-09-12,John Boozman,6.93673987225479,TBLL,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,28.9058940563167,Senate,R,35.8426339285714,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,URNM,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-2.74547659008242,Senate,R,4.19126328217237,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,PALL,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-0.510463542372613,Senate,R,6.42627632988217,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,VEA,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-5.41477928640747,Senate,R,1.52196058584732,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,GIGB,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,14.0961630848464,Senate,R,21.0329029571012,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,PPLT,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,20.1489999312581,Senate,R,27.0857398035129,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,SLV,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-6.77901116563018,Senate,R,0.157728706624612,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,EMLP,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-0.208972322426888,Senate,R,6.7277675498279,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,IVV,Stock,Sale (Partial),2025-08-01,2025-09-12
1001.0,B001236,,-5.25559981436122,Senate,R,1.68114005789357,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,JMBS,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-6.61614950206364,Senate,R,0.320590370191145,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,SHY,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-6.53341242078013,Senate,R,0.403327451474657,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,IEI,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,,Senate,R,,"$1,001 - $15,000",2025-09-12,John Boozman,,WWSYX,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,,Senate,R,,"$1,001 - $15,000",2025-09-12,John Boozman,,RNWGX,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-5.88541024949658,Senate,R,1.0513296227582,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,CMBS,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-4.84040646300859,Senate,R,2.09633340924619,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,TLT,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-5.90561876239353,Senate,R,1.03112110986126,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,SCHP,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,5.3375947638889,Senate,R,12.2743346361437,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,IWM,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-5.33114491559599,Senate,R,1.6055949566588,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,TLH,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-6.36186990236703,Senate,R,0.574869969887759,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,AGZ,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-5.3903250195019,Senate,R,1.54641485275289,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,MBB,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,2.59989805877969,Senate,R,9.53663793103448,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,GEM,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-2.60706954258446,Senate,R,4.32967032967033,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,VNQI,Stock,Purchase,2025-08-01,2025-09-12
1001.0,B001236,,-6.05358769834175,Senate,R,0.883152173913042,"$1,001 - $15,000",2025-09-12,John Boozman,6.93673987225479,IEF,Stock,Purchase,2025-08-01,2025-09-12
1001.0,G000583,,-7.08408037615931,Representatives,D,-0.147340503904523,"$1,001 - $15,000",2025-09-05,Josh Gottheimer,6.93673987225479,V,ST,Sale,2025-08-01,2025-09-08
1001.0,C001047,,-7.13912186462544,Senate,R,-0.20238199237065,"$1,001 - $15,000",2025-09-03,Shelley Moore Capito,6.93673987225479,SHW,Stock,Purchase,2025-08-01,2025-09-03
1001.0,C001047,,1.90893737490945,Senate,R,8.84567724716424,"$1,001 - $15,000",2025-09-03,Shelley Moore Capito,6.93673987225479,PLD,Stock,Purchase,2025-08-01,2025-09-03
100001.0,F000110,,-8.78845039103902,Representatives,D,-1.85171051878423,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,MSFT,ST,Purchase,2025-08-01,2025-09-04
100001.0,F000110,,-7.48939917013081,Representatives,D,-0.552659297876026,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,META,ST,Purchase,2025-08-01,2025-09-04
100001.0,F000110,,-7.48939917013081,Representatives,D,-0.552659297876026,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,META,ST,Purchase,2025-08-01,2025-09-04
15001.0,F000110,,-12.7783240306706,Representatives,D,-5.84158415841584,"$15,001 - $50,000",2025-09-03,Cleo Fields,6.93673987225479,AMD,ST,Purchase,2025-08-01,2025-09-04
50001.0,F000110,,-8.78845039103902,Representatives,D,-1.85171051878423,"$50,001 - $100,000",2025-09-03,Cleo Fields,6.93673987225479,MSFT,ST,Purchase,2025-08-01,2025-09-04
15001.0,F000110,,18.5993802977225,Representatives,D,25.5361201699773,"$15,001 - $50,000",2025-09-03,Cleo Fields,6.93673987225479,AAPL,ST,Purchase,2025-08-01,2025-09-04
100001.0,F000110,,-8.78845039103902,Representatives,D,-1.85171051878423,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,MSFT,ST,Purchase,2025-08-01,2025-09-04
100001.0,F000110,,23.873999796079,Representatives,D,30.8107396683338,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,GOOG,ST,Purchase,2025-08-01,2025-09-04
15001.0,M001236,,72.6852176627012,Representatives,R,79.621957534956,"$15,001 - $50,000",2025-09-03,Tim Moore,6.93673987225479,INTC,ST,Purchase,2025-08-01,2025-09-04
100001.0,F000110,,10.1713762792694,Representatives,D,17.1081161515242,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,TSM,ST,Purchase,2025-08-01,2025-09-04
100001.0,F000110,,-3.8773685102059,Representatives,D,3.05937136204889,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,AMZN,ST,Purchase,2025-08-01,2025-09-04
1001.0,M001236,,37.7383242653572,Representatives,R,44.675064137612,"$1,001 - $15,000",2025-09-03,Tim Moore,6.93673987225479,UNH,ST,Purchase,2025-08-01,2025-09-04
1001.0,M001236,,-7.95418173271991,Representatives,R,-1.01744186046512,"$1,001 - $15,000",2025-09-03,Tim Moore,6.93673987225479,DNUT,ST,Purchase,2025-08-01,2025-09-04
1001.0,F000110,,10.1713762792694,Representatives,D,17.1081161515242,"$1,001 - $15,000",2025-09-03,Cleo Fields,6.93673987225479,TSM,ST,Purchase,2025-08-01,2025-09-04
50001.0,F000110,,-2.3575319514627,Representatives,D,4.57920792079209,"$50,001 - $100,000",2025-09-03,Cleo Fields,6.93673987225479,NVDA,ST,Purchase,2025-08-01,2025-09-04
15001.0,M001236,,-6.02722494688165,Representatives,R,0.909514925373136,"$15,001 - $50,000",2025-09-03,Tim Moore,6.93673987225479,VZ,ST,Sale,2025-08-01,2025-09-04
100001.0,F000110,,-2.3575319514627,Representatives,D,4.57920792079209,"$100,001 - $250,000",2025-09-03,Cleo Fields,6.93673987225479,NVDA,ST,Purchase,2025-08-01,2025-09-04
15001.0,M001232,,-8.59280997024065,Representatives,D,-1.65607009798586,"$15,001 - $50,000",2025-09-02,April Mcclain Delaney,6.93673987225479,MKL,ST,Purchase,2025-08-01,2025-09-03
1001.0,M001232,,-12.8212361375126,Representatives,D,-5.8844962652578,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,6.93673987225479,TECH,ST,Sale,2025-08-01,2025-09-03
1001.0,M001232,,-0.2344244325289,Representatives,D,6.70231543972589,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,6.93673987225479,MLM,ST,Sale,2025-08-01,2025-09-03
15001.0,M001232,,-11.2599683857619,Representatives,D,-4.32322851350715,"$15,001 - $50,000",2025-09-02,April Mcclain Delaney,6.93673987225479,PTC,ST,Purchase,2025-08-01,2025-09-03
15001.0,M001190,,37.7383242653572,Senate,R,44.675064137612,"$15,001 - $50,000",2025-08-18,Markwayne Mullin,6.93673987225479,UNH,Stock,Sale (Partial),2025-08-01,2025-08-19
15001.0,K000398,,4.57331368707696,Representatives,R,9.74869491319655,"$15,001 - $50,000",2025-08-20,Thomas H. Kean Jr,5.17538122611959,JNJ,ST,Sale,2025-07-31,2025-08-21
15001.0,K000398,,-11.4519580091512,Representatives,R,-6.27657678303161,"$15,001 - $50,000",2025-08-20,Thomas H. Kean Jr,5.17538122611959,SYK,ST,Sale,2025-07-31,2025-08-21
1001.0,C001123,,4.83769826813996,Representatives,D,10.0130794942596,"$1,001 - $15,000",2025-08-14,Gilbert Cisneros,5.17538122611959,WRB,ST,Sale,2025-07-31,2025-08-15
1001.0,C001123,,14.2628015378825,Representatives,D,19.4381827640021,"$1,001 - $15,000",2025-08-14,Gilbert Cisneros,5.17538122611959,DAY,ST,Purchase,2025-07-31,2025-08-15
1001.0,C001123,,-16.7102063127884,Representatives,D,-11.5348250866688,"$1,001 - $15,000",2025-08-14,Gilbert Cisneros,5.17538122611959,CSGP,ST,Purchase,2025-07-31,2025-08-15
1001.0,C001123,,-11.7661170248234,Representatives,D,-6.59073579870378,"$1,001 - $15,000",2025-08-14,Gilbert Cisneros,5.17538122611959,BSX,ST,Sale,2025-07-31,2025-08-15
1001.0,B001236,,2.45595281322445,Senate,R,7.63133403934404,"$1,001 - $15,000",2025-08-06,John Boozman,5.17538122611959,GD,Stock,Sale (Partial),2025-07-31,2025-08-07
1001.0,B001236,,-7.01492365926227,Senate,R,-1.83954243314268,"$1,001 - $15,000",2025-08-06,John Boozman,5.17538122611959,MDLZ,Stock,Sale (Partial),2025-07-31,2025-08-07
1001.0,B001236,,3.71336010485281,Senate,R,8.8887413309724,"$1,001 - $15,000",2025-08-06,John Boozman,5.17538122611959,GE,Stock,Purchase,2025-07-31,2025-08-07
1001.0,B001236,,-0.439720887274929,Senate,R,4.73566033884466,"$1,001 - $15,000",2025-08-06,John Boozman,5.17538122611959,WMT,Stock,Purchase,2025-07-31,2025-08-07
1001.0,C001047,,-9.85874437459901,Senate,R,-4.68336314847942,"$1,001 - $15,000",2025-08-04,Shelley Moore Capito,5.17538122611959,CL,Stock,Sale (Full),2025-07-31,2025-08-04
1001.0,C001047,,-6.22751392754139,Senate,R,-1.0521327014218,"$1,001 - $15,000",2025-08-04,Shelley Moore Capito,5.17538122611959,PPG,Stock,Sale (Full),2025-07-31,2025-08-04
1001.0,C001047,,2.45595281322445,Senate,R,7.63133403934404,"$1,001 - $15,000",2025-08-04,Shelley Moore Capito,5.17538122611959,GD,Stock,Sale (Partial),2025-07-31,2025-08-04
15001.0,F000110,,-14.7186042976142,Representatives,D,-9.93816500473512,"$15,001 - $50,000",2025-08-06,Cleo Fields,4.78043929287907,AMD,ST,Purchase,2025-07-30,2025-08-07
100001.0,F000110,,21.0679197022587,Representatives,D,25.8483589951378,"$100,001 - $250,000",2025-08-06,Cleo Fields,4.78043929287907,GOOG,ST,Purchase,2025-07-30,2025-08-07
15001.0,M001236,,30.0985835842051,Representatives,R,34.8790228770841,"$15,001 - $50,000",2025-08-05,Tim Moore,4.78043929287907,CNC,ST,Purchase,2025-07-30,2025-08-06
15001.0,M001236,,4.25107492695184,Representatives,R,9.03151421983091,"$15,001 - $50,000",2025-08-05,Tim Moore,4.78043929287907,HOG,ST,Purchase,2025-07-30,2025-08-06
15001.0,M001236,,-15.1751761349843,Representatives,R,-10.3947368421053,"$15,001 - $50,000",2025-08-05,Tim Moore,4.78043929287907,DNUT,ST,Purchase,2025-07-30,2025-08-06
1001.0,C001047,,-6.53102752817318,Senate,R,-1.75058823529412,"$1,001 - $15,000",2025-08-04,Shelley Moore Capito,4.78043929287907,PPG,Stock,Sale (Partial),2025-07-30,2025-08-04
15001.0,K000398,,-10.3393810187155,Representatives,R,-5.68634635643293,"$15,001 - $50,000",2025-08-20,Thomas H. Kean Jr,4.65303466228252,CHKP,ST,Purchase,2025-07-29,2025-08-21
1001.0,K000398,,-7.00803870868121,Representatives,R,-2.35500404639869,"$1,001 - $15,000",2025-08-20,Thomas H. Kean Jr,4.65303466228252,ADBE,ST,Sale,2025-07-29,2025-08-21
1001.0,J000310,,44.0173871349404,Representatives,D,48.670421797223,"$1,001 - $15,000",2025-08-14,Julie Johnson,4.65303466228252,STX,ST,Sale,2025-07-29,2025-08-15
1001.0,J000310,,-4.29503477933971,Representatives,D,0.357999882942802,"$1,001 - $15,000",2025-08-14,Julie Johnson,4.65303466228252,MSFT,ST,Sale,2025-07-29,2025-08-15
50001.0,F000110,,21.8424090072181,Representatives,D,26.4954436695006,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,GOOG,ST,Purchase,2025-07-29,2025-08-07
15001.0,F000110,,8.3487809520003,Representatives,D,13.0018156142828,"$15,001 - $50,000",2025-08-06,Cleo Fields,4.65303466228252,AVGO,ST,Purchase,2025-07-29,2025-08-07
100001.0,F000110,,15.6006691290745,Representatives,D,20.253703791357,"$100,001 - $250,000",2025-08-06,Cleo Fields,4.65303466228252,AAPL,ST,Purchase,2025-07-29,2025-08-07
50001.0,F000110,,-1.14041429877046,Representatives,D,3.51262036351206,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,NVDA,ST,Purchase,2025-07-29,2025-08-07
50001.0,F000110,,1.89910819486034,Representatives,D,6.55214285714286,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,META,ST,Purchase,2025-07-29,2025-08-07
50001.0,F000110,,1.89910819486034,Representatives,D,6.55214285714286,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,META,ST,Purchase,2025-07-29,2025-08-07
100001.0,F000110,,-8.84765827165008,Representatives,D,-4.19462360936756,"$100,001 - $250,000",2025-08-06,Cleo Fields,4.65303466228252,AMZN,ST,Purchase,2025-07-29,2025-08-07
100001.0,F000110,,-4.29503477933971,Representatives,D,0.357999882942802,"$100,001 - $250,000",2025-08-06,Cleo Fields,4.65303466228252,MSFT,ST,Purchase,2025-07-29,2025-08-07
250001.0,F000110,,-1.14041429877046,Representatives,D,3.51262036351206,"$250,001 - $500,000",2025-08-06,Cleo Fields,4.65303466228252,NVDA,ST,Purchase,2025-07-29,2025-08-07
50001.0,F000110,,21.8424090072181,Representatives,D,26.4954436695006,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,GOOG,ST,Purchase,2025-07-29,2025-08-07
15001.0,F000110,,-4.40854396284088,Representatives,D,0.244490699441639,"$15,001 - $50,000",2025-08-06,Cleo Fields,4.65303466228252,MCD,ST,Purchase,2025-07-29,2025-08-07
50001.0,F000110,,1.89910819486034,Representatives,D,6.55214285714286,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,META,ST,Purchase,2025-07-29,2025-08-07
50001.0,F000110,,-4.29503477933971,Representatives,D,0.357999882942802,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.65303466228252,MSFT,ST,Purchase,2025-07-29,2025-08-07
1001.0,M001236,,-14.5736695829174,Representatives,R,-9.92063492063492,"$1,001 - $15,000",2025-08-05,Tim Moore,4.65303466228252,DNUT,ST,Purchase,2025-07-29,2025-08-06
15001.0,M001236,,-3.34186631763255,Representatives,R,1.31116834464997,"$15,001 - $50,000",2025-08-05,Tim Moore,4.65303466228252,VZ,ST,Purchase,2025-07-29,2025-08-06
15001.0,M001236,,65.2881706292413,Representatives,R,69.9412052915238,"$15,001 - $50,000",2025-08-05,Tim Moore,4.65303466228252,INTC,ST,Purchase,2025-07-29,2025-08-06
15001.0,M001236,,31.5996092860136,Representatives,R,36.2526439482961,"$15,001 - $50,000",2025-08-05,Tim Moore,4.65303466228252,CNC,ST,Purchase,2025-07-29,2025-08-06
1001.0,C001047,,1.89910819486034,Senate,R,6.55214285714286,"$1,001 - $15,000",2025-08-04,Shelley Moore Capito,4.65303466228252,META,Stock,Purchase,2025-07-29,2025-08-04
1001.0,C001047,,22.0242067170278,Senate,R,26.6772413793103,"$1,001 - $15,000",2025-08-04,Shelley Moore Capito,4.65303466228252,GOOGL,Stock,Purchase,2025-07-29,2025-08-04
1001.0,H001094,"PURCHASE LESS THAN $1,000",-3.40137922385143,Representatives,D,0.979940808944413,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,4.38132003279584,MMM,ST,Sale,2025-07-28,2025-09-15
1001.0,H001094,,-1.89249278668705,Representatives,D,2.48882724610879,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,4.38132003279584,NTRS,ST,Purchase,2025-07-28,2025-09-15
1001.0,H001094,,-9.40872914993375,Representatives,D,-5.02740911713791,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,4.38132003279584,KR,ST,Purchase,2025-07-28,2025-09-15
1001.0,H001094,"PURCHASE LESS THAN $1,000",6.30202136152463,Representatives,D,10.6833413943205,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,4.38132003279584,GS,ST,Sale,2025-07-28,2025-09-15
1001.0,H001094,,12.2107830923734,Representatives,D,16.5921031251693,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,4.38132003279584,KLAC,ST,Purchase,2025-07-28,2025-09-15
1001.0,A000055,,4.99117662942044,Representatives,R,9.37249666221628,"$1,001 - $15,000",2025-09-10,Robert B. Aderholt,4.38132003279584,GSK,ST,Sale,2025-07-28,2025-09-11
1001.0,G000583,,0.751350800110629,Representatives,D,5.13267083290647,"$1,001 - $15,000",2025-08-11,Josh Gottheimer,4.38132003279584,WMT,ST,Sale,2025-07-28,2025-08-12
50001.0,F000110,,8.34986821144028,Representatives,D,12.7311882442361,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.38132003279584,PLTR,ST,Purchase,2025-07-28,2025-08-07
100001.0,F000110,,-4.00961271572268,Representatives,D,0.371707317073165,"$100,001 - $250,000",2025-08-06,Cleo Fields,4.38132003279584,MSFT,ST,Purchase,2025-07-28,2025-08-07
50001.0,F000110,,47.0493265066516,Representatives,D,51.4306465394474,"$50,001 - $100,000",2025-08-06,Cleo Fields,4.38132003279584,BMNR,ST,Sale,2025-07-28,2025-08-07
1001.0,M001232,,-1.90305916323062,Representatives,D,2.47826086956522,"$1,001 - $15,000",2025-08-05,April Mcclain Delaney,4.38132003279584,ENTG,ST,Sale,2025-07-28,2025-08-06
1001.0,J000310,,-3.30689420885972,Representatives,D,1.04947042107982,"$1,001 - $15,000",2025-08-14,Julie Johnson,4.35636462993955,CVX,ST,Purchase,2025-07-25,2025-08-15
1001.0,J000310,,-2.69966881769842,Representatives,D,1.65669581224113,"$1,001 - $15,000",2025-08-14,Julie Johnson,4.35636462993955,PH,ST,Sale,2025-07-25,2025-08-15
1001.0,J000310,,-0.443321151678682,Representatives,D,3.91304347826086,"$1,001 - $15,000",2025-08-14,Julie Johnson,4.35636462993955,XOM,ST,Sale,2025-07-25,2025-08-15
1001.0,J000310,,0.165980792033051,Representatives,D,4.5223454219726,"$1,001 - $15,000",2025-08-14,Julie Johnson,4.35636462993955,PKG,ST,Purchase,2025-07-25,2025-08-15
1001.0,G000583,,4.72168095761628,Representatives,D,9.07804558755582,"$1,001 - $15,000",2025-08-11,Josh Gottheimer,4.35636462993955,IBM,ST,Sale,2025-07-25,2025-08-12
1001.0,M001232,,-13.7730796618606,Representatives,D,-9.41671503192107,"$1,001 - $15,000",2025-08-05,April Mcclain Delaney,4.35636462993955,BRO,ST,Purchase,2025-07-25,2025-08-06
1001.0,M001232,,-10.7105677887848,Representatives,D,-6.35420315884521,"$1,001 - $15,000",2025-08-05,April Mcclain Delaney,4.35636462993955,MKL,ST,Purchase,2025-07-25,2025-08-06
1001.0,B001236,,1.13648434207665,Senate,R,5.90794132524026,"$1,001 - $15,000",2025-08-06,John Boozman,4.77145698316361,JPM,Stock,Sale (Partial),2025-07-24,2025-08-07
1001.0,K000383,,0.439007984267108,Senate,I,6.17306802406294,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,XOM,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,2.20490273987217,Senate,I,7.938962779668,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,JPM,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,4.14378326264732,Senate,I,9.87784330244314,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,BAC,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,24.7081808860327,Senate,I,30.4422409258285,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,GOOGL,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-2.96352876000855,Senate,I,2.77053127978728,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,PWR,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-7.24548900506701,Senate,I,-1.51142896527118,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,NFLX,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,8.71012029456754,Senate,I,14.4441803343634,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,VRT,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,8.62400182716283,Senate,I,14.3580618669587,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,MRVL,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,2.36001607255554,Senate,I,8.09407611235137,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,AMAT,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,3.21362934901023,Senate,I,8.94768938880606,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,ADSK,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,8.22637633700921,Senate,I,13.960436376805,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,LOW,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,23.089522076502,Senate,I,28.8235821162978,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,ANET,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-1.11952776962829,Senate,I,4.61453227016754,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,META,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-24.508726455883,Senate,I,-18.7746664160872,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,ONON,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,3.80959945998478,Senate,I,9.54365949978061,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,UBER,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-11.5212827075317,Senate,I,-5.7872226677359,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,PYPL,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-4.88219947437216,Senate,I,0.85186056542367,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,MSFT,Stock,Purchase,2025-07-21,2025-08-18
1001.0,K000383,,-0.520789897615733,Senate,I,5.21327014218009,"$1,001 - $15,000",2025-08-18,Angus King,5.73406003979583,BX,Stock,Purchase,2025-07-21,2025-08-18
