first_name,last_name,committee,subcommittee,cid,fec_id,match_method,match_score,matched_name,status
Lindsey,Graham,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",,,first-fuzzy-low,0.353,,unmatched
Lindsey,Graham,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,first-fuzzy-low,0.353,,unmatched
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,Committee on Finance,Subcommittee on Taxation and IRS Oversight,N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,Committee on the Budget,,N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,Committee on the Judiciary,,N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,Joint Committee on Taxation,,N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Chuck,Grassley,United States Senate Caucus on International Narcotics Control,,N00001758,S0IA00028,alias-gated-fuzzy,1.000,Chuck Grassley,matched
Sam,Graves,Armed Services,,N00013323,H0MO06073,alias-gated-fuzzy,1.000,Sam Graves,matched
Sam,Graves,Transportation and Infrastructure,,N00013323,H0MO06073,alias-gated-fuzzy,1.000,Sam Graves,matched
Adam,Gray,Agriculture,,N00050061,H2CA13115,alias-gated-fuzzy,1.000,Adam Gray,matched
Adam,Gray,Natural Resources,,N00050061,H2CA13115,alias-gated-fuzzy,1.000,Adam Gray,matched
Al,Green,Financial Services,,N00026686,H4TX09095,alias-gated-fuzzy,1.000,Al Green,matched
Al,Green,Homeland Security,,N00026686,H4TX09095,alias-gated-fuzzy,1.000,Al Green,matched
Mark,Green,,,N00041873,H8TN07076,alias-gated-fuzzy,1.000,Mark Green,matched
Marjorie,Greene,Homeland Security,,N00044701,H0GA06192,alias-gated-fuzzy,0.824,Marjorie Taylor Greene,unsure
Marjorie,Greene,Oversight and Government Reform,,N00044701,H0GA06192,alias-gated-fuzzy,0.824,Marjorie Taylor Greene,unsure
H.,Griffith,Energy and Commerce,,,,first-fuzzy-low,0.000,,unmatched
H.,Griffith,House Administration,,,,first-fuzzy-low,0.000,,unmatched
H.,Griffith,Rules,,,,first-fuzzy-low,0.000,,unmatched
H.,Griffith,"Select Subcomm to Investigate Questions about Jan 6, 2021",,,,first-fuzzy-low,0.000,,unmatched
Raúl,Grijalva,,,N00025284,H2AZ07070,first-fuzzy,0.889,Raul M Grijalva,unsure
Glenn,Grothman,Budget,,N00036409,H4WI06048,alias-gated-fuzzy,1.000,Glenn Grothman,matched
Glenn,Grothman,Education and Workforce,,N00036409,H4WI06048,alias-gated-fuzzy,1.000,Glenn Grothman,matched
Glenn,Grothman,Judiciary,,N00036409,H4WI06048,alias-gated-fuzzy,1.000,Glenn Grothman,matched
Glenn,Grothman,Oversight and Government Reform,,N00036409,H4WI06048,alias-gated-fuzzy,1.000,Glenn Grothman,matched
Michael,Guest,Appropriations,,N00042458,H8MS03125,alias-gated-fuzzy,1.000,Michael Guest,matched
Michael,Guest,Ethics,,N00042458,H8MS03125,alias-gated-fuzzy,1.000,Michael Guest,matched
Michael,Guest,Homeland Security,,N00042458,H8MS03125,alias-gated-fuzzy,1.000,Michael Guest,matched
Brett,Guthrie,Energy and Commerce,,N00029675,H8KY02031,alias-gated-fuzzy,1.000,Brett Guthrie,matched
Harriet,Hageman,Judiciary,,N00049197,H2WY00166,alias-gated-fuzzy,1.000,Harriet Hageman,matched
Harriet,Hageman,Natural Resources,,N00049197,H2WY00166,alias-gated-fuzzy,1.000,Harriet Hageman,matched
Harriet,Hageman,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00049197,H2WY00166,alias-gated-fuzzy,1.000,Harriet Hageman,matched
Bill,Hagerty,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Appropriations,Subcommittee on Department of Homeland Security,,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Appropriations,Subcommittee on Energy and Water Development,,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Appropriations,Subcommittee on Financial Services and General Government,,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,no-bucket,0.000,,unmatched
Bill,Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,,,no-bucket,0.000,,unmatched
Bill,Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,,,no-bucket,0.000,,unmatched
Bill,Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,no-bucket,0.000,,unmatched
Bill,Hagerty,Committee on Rules and Administration,,,,no-bucket,0.000,,unmatched
Bill,Hagerty,Joint Committee on Printing,,,,no-bucket,0.000,,unmatched
Abraham,Hamadeh,Armed Services,,,,no-bucket,0.000,,unmatched
Abraham,Hamadeh,Veterans' Affairs,,,,no-bucket,0.000,,unmatched
Josh,Harder,Appropriations,,N00040853,H8CA10126,alias-gated-fuzzy,1.000,Josh Harder,matched
Mike,Haridopolos,Financial Services,,,,no-bucket,0.000,,unmatched
Mike,Haridopolos,"Science, Space, and Technology",,,,no-bucket,0.000,,unmatched
Pat,Harrigan,Armed Services,,N00050144,H2NC13243,alias-gated-fuzzy,1.000,Pat Harrigan,matched
Pat,Harrigan,"Science, Space, and Technology",,N00050144,H2NC13243,alias-gated-fuzzy,1.000,Pat Harrigan,matched
Andy,Harris,Appropriations,,N00029147,H8MD01094,alias-gated-fuzzy,1.000,Andy Harris,matched
Mark,Harris,Agriculture,,,,first-fuzzy-low,0.429,,unmatched
Mark,Harris,Education and Workforce,,,,first-fuzzy-low,0.429,,unmatched
Mark,Harris,Judiciary,,,,first-fuzzy-low,0.429,,unmatched
Diana,Harshbarger,Energy and Commerce,,N00046688,H0TN01118,alias-gated-fuzzy,1.000,Diana Harshbarger,matched
Margaret,Hassan,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,Committee on Finance,Subcommittee on Health Care,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,Committee on Finance,Subcommittee on Taxation and IRS Oversight,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,Committee on Veterans' Affairs,,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Margaret,Hassan,Joint Economic Committee,,N00038397,S6NH00091,alias-gated-fuzzy,0.769,Maggie Hassan,unsure
Josh,Hawley,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,,no-bucket,0.000,,unmatched
Josh,Hawley,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,no-bucket,0.000,,unmatched
Josh,Hawley,Committee on the Judiciary,Subcommittee on the Constitution,,,no-bucket,0.000,,unmatched
Jahana,Hayes,Agriculture,,N00043421,H8CT05245,alias-gated-fuzzy,1.000,Jahana Hayes,matched
Jahana,Hayes,Education and Workforce,,N00043421,H8CT05245,alias-gated-fuzzy,1.000,Jahana Hayes,matched
Martin,Heinrich,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Appropriations,Subcommittee on Energy and Water Development,,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Appropriations,Subcommittee on Legislative Branch,,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Energy and Natural Resources,Subcommittee on Energy,,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Energy and Natural Resources,Subcommittee on National Parks,,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,no-bucket,0.000,,unmatched
Martin,Heinrich,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,no-bucket,0.000,,unmatched
Martin,Heinrich,Joint Economic Committee,,,,no-bucket,0.000,,unmatched
Martin,Heinrich,Select Committee on Intelligence,,,,no-bucket,0.000,,unmatched
Kevin,Hern,Ways and Means,,N00040829,H8OK01157,alias-gated-fuzzy,1.000,Kevin Hern,matched
Pablo,Hernandez,Homeland Security,,,,first-fuzzy-low,0.500,,unmatched
Pablo,Hernandez,Natural Resources,,,,first-fuzzy-low,0.500,,unmatched
John,Hickenlooper,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",,,no-bucket,0.000,,unmatched
John,Hickenlooper,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,no-bucket,0.000,,unmatched
John,Hickenlooper,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",,,no-bucket,0.000,,unmatched
John,Hickenlooper,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
John,Hickenlooper,Committee on Energy and Natural Resources,Subcommittee on Energy,,,no-bucket,0.000,,unmatched
John,Hickenlooper,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,no-bucket,0.000,,unmatched
John,Hickenlooper,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,no-bucket,0.000,,unmatched
John,Hickenlooper,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,,no-bucket,0.000,,unmatched
John,Hickenlooper,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,no-bucket,0.000,,unmatched
John,Hickenlooper,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Clay,Higgins,Armed Services,,N00039953,H6LA03148,alias-gated-fuzzy,1.000,Clay Higgins,matched
Clay,Higgins,Oversight and Government Reform,,N00039953,H6LA03148,alias-gated-fuzzy,1.000,Clay Higgins,matched
Clay,Higgins,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00039953,H6LA03148,alias-gated-fuzzy,1.000,Clay Higgins,matched
J.,Hill,Financial Services,,,,first-fuzzy-low,0.154,,unmatched
J.,Hill,Intelligence,,,,first-fuzzy-low,0.154,,unmatched
James,Himes,Financial Services,,N00029070,H8CT04172,alias-gated-fuzzy,0.778,Jim Himes,unsure
James,Himes,Intelligence,,N00029070,H8CT04172,alias-gated-fuzzy,0.778,Jim Himes,unsure
Ashley,Hinson,Appropriations,,N00044521,H0IA01174,alias-gated-fuzzy,1.000,Ashley Hinson,matched
Ashley,Hinson,Ethics,,N00044521,H0IA01174,alias-gated-fuzzy,1.000,Ashley Hinson,matched
Ashley,Hinson,Select Comm on the Strategic Competition US and China,,N00044521,H0IA01174,alias-gated-fuzzy,1.000,Ashley Hinson,matched
Mazie,Hirono,Committee on Armed Services,Subcommittee on Personnel,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Armed Services,Subcommittee on Readiness and Management Support,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Armed Services,Subcommittee on Seapower,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Energy and Natural Resources,Subcommittee on Energy,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Energy and Natural Resources,Subcommittee on National Parks,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on the Judiciary,Subcommittee on Intellectual Property,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on the Judiciary,Subcommittee on the Constitution,,,no-bucket,0.000,,unmatched
Mazie,Hirono,Committee on Veterans' Affairs,,,,no-bucket,0.000,,unmatched
John,Hoeven,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Appropriations,Subcommittee on Department of Defense,N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Appropriations,Subcommittee on Energy and Water Development,N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Energy and Natural Resources,Subcommittee on Energy,N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Energy and Natural Resources,Subcommittee on Water and Power,N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
John,Hoeven,Committee on Indian Affairs,,N00031688,S0ND00093,alias-gated-fuzzy,1.000,John Hoeven,matched
Steven,Horsford,Ways and Means,,N00033638,H2NV04011,alias-gated-fuzzy,1.000,Steven Horsford,matched
Erin,Houchin,Budget,,N00037427,H6IN09143,alias-gated-fuzzy,1.000,Erin Houchin,matched
Erin,Houchin,Energy and Commerce,,N00037427,H6IN09143,alias-gated-fuzzy,1.000,Erin Houchin,matched
Erin,Houchin,Rules,,N00037427,H6IN09143,alias-gated-fuzzy,1.000,Erin Houchin,matched
Chrissy,Houlahan,Armed Services,,N00040949,H8PA06087,alias-gated-fuzzy,1.000,Chrissy Houlahan,matched
Chrissy,Houlahan,Intelligence,,N00040949,H8PA06087,alias-gated-fuzzy,1.000,Chrissy Houlahan,matched
Steny,Hoyer,Appropriations,,N00001821,H2MD05155,alias-gated-fuzzy,0.952,Steny H Hoyer,matched
Val,Hoyle,Natural Resources,,N00049734,H2OR04095,alias-gated-fuzzy,1.000,Val Hoyle,matched
Val,Hoyle,Transportation and Infrastructure,,N00049734,H2OR04095,alias-gated-fuzzy,1.000,Val Hoyle,matched
Richard,Hudson,Energy and Commerce,,N00033630,H2NC08185,alias-gated-fuzzy,1.000,Richard Hudson,matched
