givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,bioguideid,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
Shomari,Figures,C.,Shomari,Figures,C.,,F000481,,,,1985,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""AL"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Randy,Fine,,Randy,Fine,,,F000484,,,,1974,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionDate"":""2025-04-01"",""electionCirca"":false}]"
Brad,Finstad,,Brad,Finstad,,,F000475,,,,1976,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""MN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MN"",""parties"":[""Republican""],""electionCirca"":false}]"
Michelle,Fischbach,,Michelle,Fischbach,,,F000470,Mrs.,,,1965,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""MN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MN"",""parties"":[""Republican""],""electionCirca"":false}]"
Debra,Fischer,,Debra,Fischer,,Deb,F000463,,,,1951,,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false}]"
Scott,Fitzgerald,,Scott,Fitzgerald,,,F000471,Mr.,,,1963,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""WI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""WI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""WI"",""parties"":[""Republican""],""electionCirca"":false}]"
Brian,Fitzpatrick,K.,Brian,Fitzpatrick,K.,,F000466,,,,1973,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
Chuck,Fleischmann,,Chuck,Fleischmann,,,F000459,,,,1962,,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TN"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Elizabeth,Fletcher,Pannill,Elizabeth,Fletcher,Pannill,,F000468,,,,1975,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Mike ,Flood,,Mike ,Flood,,,F000474,,,,1975,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false}]"
Vince,Fong,,Vince,Fong,,,F000480,,,,1979,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Republican""],""electionDate"":""2024-05-21"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false}]"
Bill,Foster,,Bill,Foster,,,F000454,,,,1955,,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""IL"",""parties"":[""Democrat""],""electionDate"":""2008-03-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":111,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Valerie,Foushee,,Valerie,Foushee,,,F000477,,,,1956,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Democrat""],""electionCirca"":false}]"
Virginia,Foxx,Ann,Virginia,Foxx,Ann,,F000450,,,,1943,,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
Lois,Frankel,,Lois,Frankel,,,F000462,,,,1948,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Scott,Franklin,,Scott,Franklin,,,F000472,Mr.,,,1964,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Laura,Friedman,,Laura,Friedman,,,F000483,,,,1966,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Maxwell,Frost,,Maxwell,Frost,,,F000476,,,,1997,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Russell,Fry,,Russell,Fry,,,F000478,,,,1985,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""SC"",""parties"":[""Republican""],""electionCirca"":false}]"
Russell,Fulcher,,Russell,Fulcher,,,F000469,,,,1962,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false}]"
Ruben,Gallego,,Ruben,Gallego,,,G000574,,,,1979,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AZ"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AZ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AZ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""AZ"",""parties"":[""Democrat""],""electionCirca"":false}]"
John,Garamendi,,John,Garamendi,,,G000559,,,,1945,,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Andrew,Garbarino,R.,Andrew,Garbarino,R.,,G000597,Mr.,,,1984,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Republican""],""electionCirca"":false}]"
Jesus,Garcia,,Jesus,Garcia,,,G000586,,,,1956,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Robert,Garcia,,Robert,Garcia,,,G000598,,,,1977,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Sylvia,Garcia,,Sylvia,Garcia,,,G000587,,,,1950,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
