first_name,last_name,current_net_worth,normalized_net_worth,slug_url,top_contributors,top_industries,contributors_period_start,contributors_period_end,contributors_period,industries_period_start,industries_period_end,industries_period
Frank,Mrvan,$199.00K,"$199,000",https://www.opensecrets.org/members-of-congress/mrvan-frank-jr/summary?cid=N00045905&cycle=2024,"American Israel Public Affairs Cmte ($41,823); Fair Shot PAC ($23,200); AM General Corp ($20,800); Kps Capital Partners ($15,700); Service Employees International Union ($15,030)","Leadership PACs ($267,893); Retired ($262,276); Lawyers/Law Firms ($201,602); Securities & Investment ($201,493); Health Professionals ($147,876)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Sanford,Jr.,$198.50K,"$198,500",,,,,,,,,
Aumua,Radewagen,$193.00K,"$193,000",,,,,,,,,
Tony,Gonzales,$190.00K,"$190,000",https://www.opensecrets.org/members-of-congress/tony-gonzales/summary?cid=N00044592,"American Israel Public Affairs Cmte ($299,102); No Labels Problem Solvers ($214,714); Enterprise Products Partners ($26,500); Steves & Sons ($26,500); Milberger'S Landscaping & Nursery ($26,400)","Retired ($609,921); Leadership PACs ($446,800); Securities & Investment ($394,003); Human Rights ($385,833); Oil & Gas ($370,339)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Melanie,Stansbury,$175.00K,"$175,000",https://www.opensecrets.org/members-of-congress/stansbury-melanie/summary?cid=N00047871&cycle=2024,"JStreetPAC ($20,300); University of New Mexico ($14,061); Singleton, Schreiber et al ($11,150); American Federation of State/Cnty/Munic Employees ($10,000); American Physical Therapy Assn ($10,000)","Retired ($229,829); Casinos/Gambling ($101,236); Lawyers/Law Firms ($78,429); Leadership PACs ($70,001); Health Professionals ($61,724)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jahana,Hayes,$175.00K,"$175,000",https://www.opensecrets.org/members-of-congress/jahana-hayes/summary?cid=N00043421,"EMILY's List ($129,267); JStreetPAC ($49,570); Fair Shot PAC ($23,200); Yale University ($15,259); Service Employees International Union ($15,000)","Retired ($464,518); Leadership PACs ($289,316); Securities & Investment ($279,214); Women's Issues ($184,670); Lawyers/Law Firms ($166,016)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Michael,Lawler,$170.36K,"$170,360",https://www.opensecrets.org/members-of-congress/mike-lawler/summary?cid=N00051208,"American Israel Public Affairs Cmte ($392,669); Elliott Management ($46,350); Blackstone Group ($36,919); Fortress Investment Group ($29,700); Apollo Global Management ($26,400)","Securities & Investment ($1,099,684); Retired ($916,229); Leadership PACs ($832,600); Pro-Israel ($634,253); Real Estate ($601,984)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Nikema,Williams,$164.00K,"$164,000",https://www.opensecrets.org/members-of-congress/williams-nikema-natassha/summary?cid=N00047361&cycle=2024,"American Israel Public Affairs Cmte ($91,140); King & Spalding ($10,400); Delta Air Lines ($10,095); Coca-Cola Co ($10,050); American Crystal Sugar ($10,000)","Pro-Israel ($93,940); Insurance ($64,130); Lawyers/Law Firms ($59,355); Real Estate ($58,305); Commercial Banks ($39,255)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Marc,Veasey,$163.17K,"$163,170",https://www.opensecrets.org/members-of-congress/veasey-marc/summary?cid=N00033839&cycle=2024,"American Israel Public Affairs Cmte ($60,128); Bonanza Oil ($13,200); Lockheed Martin ($12,100); Bounty Minerals ($11,600); New York Life Insurance ($11,500)","Oil & Gas ($135,800); Lawyers/Law Firms ($118,622); Pharmaceuticals/Health Products ($88,300); Electric Utilities ($86,500); Real Estate ($84,193)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Raúl,Grijalva,$158.50K,"$158,500",https://www.opensecrets.org/members-of-congress/grijalva-raul-m/summary?cid=N00025284&cycle=2024,"Global Green USA ($13,200); National Education Assn ($10,060); American Federation of State/Cnty/Munic Employees ($10,000); American Federation of Teachers ($10,000); Carpenters & Joiners Union ($10,000)","Casinos/Gambling ($117,315); Retired ($75,881); Environment ($33,074); Public Sector Unions ($30,147); Lawyers/Law Firms ($21,430)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Beth,Duyne,$145.66K,"$145,660",https://www.opensecrets.org/members-of-congress/beth-van-duyne/summary?cid=N00045167,"National Assn of Realtors ($178,500); American Israel Public Affairs Cmte ($44,750); American Airlines ($23,184); Sam Pack Auto Group ($22,191); Copart Inc ($19,800)","Real Estate ($352,333); Retired ($239,172); Securities & Investment ($230,613); Health Professionals ($168,019); Insurance ($150,838)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Ruben,Gallego,$121.50K,"$121,500",https://www.opensecrets.org/members-of-congress/ruben-gallego/summary?cid=N00036097,"University of Arizona ($110,015); Arizona State University ($104,614); Google Inc ($79,902); Stanford University ($68,452); Apple Inc ($57,407)","Retired ($13,180,614); Education ($2,543,754); Lawyers/Law Firms ($2,531,357); Democratic/Liberal ($1,990,876); Securities & Investment ($1,659,920)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jared,Golden,$121.00K,"$121,000",https://www.opensecrets.org/members-of-congress/golden-jared/summary?cid=N00041668&cycle=2024,"American Israel Public Affairs Cmte ($565,996); AmeriPAC: The Fund for a Greater America ($35,525); Fair Shot PAC ($28,200); Jane Street Capital ($23,892); WelcomePAC ($21,500)","Retired ($1,028,046); Securities & Investment ($776,811); Pro-Israel ($633,175); Leadership PACs ($374,026); Democratic/Liberal ($347,623)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Norma,Torres,$115.50K,"$115,500",https://www.opensecrets.org/members-of-congress/torres-norma/summary?cid=N00036107&cycle=2024,"Abbott Laboratories ($10,000); Amalgamated Transit Union ($10,000); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000); American Federation of Teachers ($10,000)","Real Estate ($69,907); Building Trade Unions ($47,900); Lawyers/Law Firms ($47,400); Public Sector Unions ($43,500); Casinos/Gambling ($37,825)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Sheila,Cherfilus-McCormick,$115.50K,"$115,500",https://www.opensecrets.org/members-of-congress/sheila-cherfilus-mccormick/summary?cid=N00043504,"American Israel Public Affairs Cmte ($123,388); Service Employees International Union ($20,000); Figgers Communications ($19,800); Carnival Cruise Lines ($13,200); Figgers Law ($13,200)","Pro-Israel ($154,268); Lawyers/Law Firms ($52,985); Public Sector Unions ($28,500); Health Professionals ($28,150); Building Trade Unions ($27,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Emily,Randall,$112.73K,"$112,730",https://www.opensecrets.org/officeholders/emily-randall/summary?cycle=2024&id=45285246,"American Pilots Assn ($2,400)","Transportation Unions ($2,400)",2024,2024,2024,2024,2024,2024
Barry,Loudermilk,$107.50K,"$107,500",https://www.opensecrets.org/members-of-congress/barry-loudermilk/summary?cid=N00035347,"American Israel Public Affairs Cmte ($43,100); Yancey Brothers ($13,200); America's Credit Unions ($11,500); National Apartment Assn ($11,500); AFLAC Inc ($10,000)","Commercial Banks ($81,550); Real Estate ($77,913); Leadership PACs ($53,500); Securities & Investment ($49,700); Insurance ($47,250)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Derrick,Orden,$99.00K,"$99,000",https://www.opensecrets.org/members-of-congress/derrick-van-orden/summary?cid=N00046843,"Van Orden Victory ($94,906); American Israel Public Affairs Cmte ($40,400); Marquis Energy ($39,600); Starkey Hearing Technologies ($19,800); Oral Surgery Clinic of La Crosse ($16,315)","Retired ($3,196,127); Leadership PACs ($450,950); Securities & Investment ($385,753); Real Estate ($316,636); Republican/Conservative ($292,254)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Steven,Horsford,$97.50K,"$97,500",https://www.opensecrets.org/members-of-congress/steven-horsford/summary?cid=N00033638,"American Israel Public Affairs Cmte ($117,875); KKR & Co ($58,900); Blackstone Group ($42,900); Digidems PAC ($33,810); JPMorgan Chase & Co ($27,155)","Securities & Investment ($575,869); Leadership PACs ($338,342); Real Estate ($268,752); Retired ($236,017); Lawyers/Law Firms ($224,432)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Todd,Young,$91.00K,"$91,000",https://www.opensecrets.org/members-of-congress/todd-young/summary?cid=N00030670,"American Israel Public Affairs Cmte ($93,650); Barnes & Thornburg ($79,109); Elevance Health ($74,295); LHC Group ($60,600); Welsh, Carson et al ($49,410)","Retired ($1,450,497); Securities & Investment ($1,421,653); Real Estate ($1,203,987); Insurance ($581,705); Health Professionals ($524,433)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Lauren,Underwood,$89.50K,"$89,500",https://www.opensecrets.org/members-of-congress/underwood-lauren-a/summary?cid=N00041569&cycle=2024,"University of Chicago ($36,788); Ropes & Gray ($25,550); Northwestern University ($24,793); Clifford Law Offices ($23,100); Cornerstone Government Affairs ($20,750)","Retired ($598,461); Lawyers/Law Firms ($366,644); Securities & Investment ($265,232); Education ($254,632); Democratic/Liberal ($165,193)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Randy,Feenstra,$89.00K,"$89,000",https://www.opensecrets.org/members-of-congress/randy-feenstra/summary?cid=N00044011,"Marquis Energy ($33,500); Doll Distributing ($32,705); Versova Management ($26,450); BGR Group ($25,898); American Council Of Life Insurers ($16,600)","Insurance ($323,654); Real Estate ($285,206); Leadership PACs ($252,600); Securities & Investment ($214,217); Retired ($164,618)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Alex,Padilla,$84.31K,"$84,310",https://www.opensecrets.org/members-of-congress/alex-padilla/summary?cid=N00047888,"Hueston Hennigan Llp ($135,400); Cotchett, Pitre & McCarthy ($94,900); E&J Gallo Winery ($63,475); Comcast Corp ($58,800); Edison International ($52,200)","Lawyers/Law Firms ($1,487,135); Securities & Investment ($858,422); Real Estate ($637,554); Retired ($617,978); TV/Movies/Music ($529,896)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Eric,Sorensen,$83.00K,"$83,000",https://www.opensecrets.org/members-of-congress/eric-sorensen/summary?cid=N00049558,"American Israel Public Affairs Cmte ($87,014); Digidems PAC ($39,310); JStreetPAC ($34,501); Clifford Law Offices ($29,400); State of Illinois ($27,762)","Retired ($536,840); Leadership PACs ($374,104); Lawyers/Law Firms ($344,770); Democratic/Liberal ($241,117); Securities & Investment ($236,529)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Lauren,Boebert,$83.00K,"$83,000",https://www.opensecrets.org/members-of-congress/lauren-boebert/summary?cid=N00045974,"House Freedom Fund ($162,124); Energy Transfer Partners ($13,200); Liberty Media Corp ($13,200); Lindons'S ($13,200); Marcus Foundation ($13,200)","Retired ($1,385,617); Republican/Conservative ($465,847); Leadership PACs ($158,457); Real Estate ($142,396); Candidate Committees ($82,750)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mario,Diaz-Balart,$81.02K,"$81,020",https://www.opensecrets.org/members-of-congress/mario-diaz-balart/summary?cid=N00025337,"American Israel Public Affairs Cmte ($480,227); National Assn of Realtors ($122,000); AEG Fuels ($27,900); General Atomics ($24,000); Innovative Federal Strategies ($13,800)","Pro-Israel ($516,462); Real Estate ($193,068); Lobbyists ($139,650); Air Transport ($119,400); Misc Defense ($100,200)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Gabe,Amo,$74.02K,"$74,020",https://www.opensecrets.org/members-of-congress/amo-gabe/summary?cid=N00052615&cycle=2024,"American Israel Public Affairs Cmte ($82,963); Operating Engineers Local 57 ($16,000); Cornish Assoc ($15,900); Capitol City Group ($15,350); Narragansett Bay PAC ($15,000)","Lawyers/Law Firms ($178,449); Securities & Investment ($177,434); Lobbyists ($154,745); Democratic/Liberal ($124,301); Leadership PACs ($102,950)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Russell,Fry,$69.96K,"$69,960",https://www.opensecrets.org/members-of-congress/russell-fry/summary?cid=N00049165,"American Israel Public Affairs Cmte ($37,200); Kemmerer Resources ($26,400); Founder Group International ($16,500); American Crystal Sugar ($15,000); JFD Tube & Coil Products ($13,331)","Retired ($100,377); Real Estate ($71,494); Lawyers/Law Firms ($67,847); Leadership PACs ($66,550); Crop Production & Basic Processing ($56,255)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Kevin,Kiley,$56.50K,"$56,500",https://www.opensecrets.org/members-of-congress/kevin-kiley/summary?cid=N00050259,"Google Inc ($19,700); NorPAC ($19,520); Quest Media & Supplies ($16,500); Holt Orthodontics ($16,300); General Motors ($15,850)","Retired ($772,412); Real Estate ($254,740); Securities & Investment ($217,555); Republican/Conservative ($212,493); Leadership PACs ($153,800)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Alexandria,Ocasio-Cortez,$49.00K,"$49,000",https://www.opensecrets.org/members-of-congress/alexandria-ocasio-cortez/summary?cid=N00041162,"Google Inc ($35,864); New York City Dept of Education ($18,638); Apple Inc ($17,360); Kaiser Permanente ($17,256); City University of New York ($16,507)","Retired ($2,145,329); Education ($928,968); Health Professionals ($479,179); Civil Servants/Public Officials ($347,041); Electronics Mfg & Equip ($270,496)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Tom,McClintock,$43.82K,"$43,820",https://www.opensecrets.org/members-of-congress/tom-mcclintock/summary?cid=N00006863,"Quest Media & Supplies ($13,200); Technical Maintenance Support Inc ($10,700); Koch Inc ($10,000); Paynter Realty & Investments ($9,900); National Assn of Insurance & Financial Advisors ($9,500)","Retired ($205,981); Republican/Conservative ($102,154); Real Estate ($69,275); Casinos/Gambling ($31,800); Electronics Mfg & Equip ($30,700)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Tim,Burchett,$41.55K,"$41,550",https://www.opensecrets.org/members-of-congress/tim-burchett/summary?cid=N00041594,"Pilot Flying J ($13,700); Clayton Homes ($13,200); DeRoyal Industries ($13,200); Volunteer Lumber Sales ($13,200); Williams Co (Tennessee) ($13,200)","Retired ($166,843); Real Estate ($70,131); Republican/Conservative ($70,069); Health Professionals ($32,022); Oil & Gas ($23,576)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Donald,Davis,$40.50K,"$40,500",https://www.opensecrets.org/members-of-congress/davis-don/summary?cid=N00049636&cycle=2024,"American Israel Public Affairs Cmte ($537,110); AmeriPAC: The Fund for a Greater America ($34,625); Digidems PAC ($33,750); Swing Left ($24,408); Fair Shot PAC ($23,200)","Pro-Israel ($577,110); Retired ($506,602); Securities & Investment ($466,788); Leadership PACs ($357,560); Democratic/Liberal ($275,375)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Robin,Kelly,$40.50K,"$40,500",https://www.opensecrets.org/members-of-congress/kelly-robin/summary?cid=N00035215&cycle=2024,"Gilead Sciences ($22,500); Cozen O'Connor ($18,650); Health Care Service Corp ($13,900); Genentech Inc ($12,062); Valentine, Austriaco & Bueschel ($11,616)","Health Professionals ($198,044); Pharmaceuticals/Health Products ($189,112); Lawyers/Law Firms ($97,583); Insurance ($73,305); Building Trade Unions ($72,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Paul,Tonko,$32.50K,"$32,500",https://www.opensecrets.org/members-of-congress/paul-tonko/summary?cid=N00030196,"League of Conservation Voters ($54,450); Hunter Point Capital ($13,200); JStreetPAC ($12,350); Avangrid Inc ($10,250); Alzheimer's Assn ($10,000)","Health Professionals ($156,700); Electric Utilities ($135,250); Retired ($91,902); Environment ($70,556); Public Sector Unions ($52,315)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
André,Carson,$32.50K,"$32,500",https://www.opensecrets.org/members-of-congress/andre-carson/summary?cid=N00029513,"Bose Public Affairs Group ($13,016); Taft, Stettinius & Hollister ($11,900); Elevance Health ($10,010); Allison Transmission ($10,000); Ally Financial ($10,000)","Health Professionals ($68,700); Transportation Unions ($60,500); Building Trade Unions ($50,000); Lawyers/Law Firms ($40,878); Air Transport ($39,251)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Henry,Jr.,$32.50K,"$32,500",,,,,,,,,
Shontel,Brown,$32.00K,"$32,000",https://www.opensecrets.org/members-of-congress/brown-shontel/summary?cid=N00047875&cycle=2024,"American Israel Public Affairs Cmte ($113,620); Transdigm Group ($23,200); Rms Investment Group ($23,100); Rock Holdings ($16,150); In-Depth Engineering ($13,200)","Pro-Israel ($124,770); Real Estate ($89,658); Crop Production & Basic Processing ($83,268); Securities & Investment ($71,617); Lawyers/Law Firms ($67,031)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Gabe,Vasquez,$24.00K,"$24,000",https://www.opensecrets.org/members-of-congress/gabe-vasquez/summary?cid=N00049142,"JStreetPAC ($115,268); Singleton, Schreiber et al ($58,100); University of New Mexico ($38,244); Digidems PAC ($36,810); State of New Mexico ($31,307)","Retired ($1,091,137); Lawyers/Law Firms ($433,837); Securities & Investment ($423,564); Leadership PACs ($398,343); Democratic/Liberal ($374,553)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Celeste,Maloy,$24.00K,"$24,000",https://www.opensecrets.org/members-of-congress/celeste-maloy/summary?cid=N00052817,"American Israel Public Affairs Cmte ($43,508); Value in Electing Women PAC ($35,000); Intend Health Strategies ($26,400); E-PAC ($25,000); National Assn of Home Builders ($23,500)","Leadership PACs ($260,600); Retired ($134,461); Lobbyists ($116,480); Republican/Conservative ($72,610); Oil & Gas ($71,575)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jasmine,Crockett,$22.01K,"$22,010",https://www.opensecrets.org/members-of-congress/jasmine-crockett/summary?cid=N00049840,"Miller Weisbrod Olesky ($17,100); Truist Financial ($15,230); Doctors Hospital at Renaissance ($14,500); Health Care Service Corp ($13,500); Karla T Jurvetson MD ($13,200)","Retired ($330,722); Lawyers/Law Firms ($237,929); Health Professionals ($108,835); Securities & Investment ($96,036); Real Estate ($75,921)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Mike,Ezell,$16.00K,"$16,000",https://www.opensecrets.org/members-of-congress/mike-ezell/summary?cid=N00048240,"Edison Chouest Offshore ($39,600); Cornerstone Government Affairs ($28,800); Seemann Composites ($18,634); Specs for Veterans ($16,500); Anduril Industries ($13,200)","Leadership PACs ($117,550); Sea Transport ($63,750); Lobbyists ($57,935); Lawyers/Law Firms ($52,695); Misc Defense ($49,800)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Burgess,Owens,$16.00K,"$16,000",https://www.opensecrets.org/members-of-congress/burgess-owens/summary?cid=N00045812,"American Israel Public Affairs Cmte ($28,645); Delta Air Lines ($10,013); American Bankers Assn ($10,000); L3Harris Technologies ($10,000); National Assn of Home Builders ($10,000)","Retired ($236,052); Real Estate ($56,589); Education ($50,259); Republican/Conservative ($47,522); Pro-Israel ($46,462)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Steve,Scalise,$8.00K,"$8,000",https://www.opensecrets.org/members-of-congress/steve-scalise/summary?cid=N00009660,"American Israel Public Affairs Cmte ($473,758); National Assn of Realtors ($164,500); Valero Energy ($56,580); Ochsner Health System ($49,286); Cornerstone Government Affairs ($38,850)","Republican/Conservative ($8,727,677); Retired ($4,397,407); Real Estate ($868,475); Pro-Israel ($681,862); Securities & Investment ($589,867)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Sarah,Elfreth,$8.00K,"$8,000",https://www.opensecrets.org/members-of-congress/sarah-kelly-elfreth/summary?cid=N00053710&cycle=2024,"NAI Michael Co ($19,150); Metcor Ltd ($16,500); Servenco Management ($16,500); HA Sustainable Infrastructure Capital ($14,200); Perry Jacobson ($13,900)","Pro-Israel ($611,979); Retired ($163,809); Real Estate ($109,519); Lobbyists ($71,717); Business Services ($65,403)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Donald S.,Beyer,,,https://www.opensecrets.org/members-of-congress/beyer-don/summary?cid=N00036018&cycle=2024,"Akin, Gump et al ($16,500); Centerbridge Partners ($13,200); Freedom Capital Partners ($13,200); Ischemix ($13,200); Kitebrook Partners ($13,200)","Retired ($187,284); Lawyers/Law Firms ($148,436); Real Estate ($137,926); Securities & Investment ($133,700); Automotive ($74,231)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Gus M.,Bilirakis,,,https://www.opensecrets.org/members-of-congress/bilirakis-gus/summary?cid=N00027462&cycle=2024,"American Israel Public Affairs Cmte ($19,250); Ashley Furniture ($13,200); Cool Master Pro Llc ($13,200); Sawyer Products ($13,200); KDCR Partners ($12,500)","Health Professionals ($235,485); Pharmaceuticals/Health Products ($188,612); Health Services/HMOs ($101,065); Lobbyists ($86,838); Lawyers/Law Firms ($81,532)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Sanford D.,Bishop,,,https://www.opensecrets.org/members-of-congress/bishop-sanford/summary?cid=N00002674&cycle=2024,"AFLAC Inc ($49,475); Butler Prather Llp ($16,000); American Israel Public Affairs Cmte ($14,250); Lotus Lands ($13,200); Southern Cotton Growers Inc ($12,500)","Crop Production & Basic Processing ($188,250); Agricultural Services/Products ($119,315); Retired ($92,872); Lawyers/Law Firms ($69,724); Public Sector Unions ($67,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Richard,Blumenthal,,,https://www.opensecrets.org/members-of-congress/richard-blumenthal/summary?cid=N00031685,"American Israel Public Affairs Cmte ($148,013); Paul, Weiss et al ($83,130); Apollo Global Management ($66,005); Pro-Israel America PAC ($51,600); Charter Communications ($50,501)","Lawyers/Law Firms ($1,317,137); Securities & Investment ($910,791); Retired ($825,869); Leadership PACs ($382,900); Real Estate ($375,102)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
"Earl L. ""Buddy""",Carter,,,https://www.opensecrets.org/members-of-congress/carter-buddy/summary?cid=N00035346&cycle=2024,"American Israel Public Affairs Cmte ($35,666); Daniel Defense LLC ($16,000); National Community Pharmacists Assn ($14,000); Resource & Land Consultants ($13,200); Yancey Brothers ($13,200)","Health Professionals ($329,777); Pharmaceuticals/Health Products ($249,099); Retired ($140,646); Leadership PACs ($131,600); Oil & Gas ($76,765)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Troy A.,Carter,,,https://www.opensecrets.org/members-of-congress/carter-troy/summary?cid=N00025766&cycle=2024,"American Israel Public Affairs Cmte ($41,350); Edison Chouest Offshore ($31,440); LHC Group ($20,000); River Birch Inc ($19,800); Entergy Corp ($16,995)","Lawyers/Law Firms ($186,708); Sea Transport ($92,690); Lobbyists ($77,975); Insurance ($72,320); Real Estate ($69,750)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Greg,Casar,,,https://www.opensecrets.org/members-of-congress/greg-casar/summary?cid=N00049855,"Service Employees International Union ($20,000); Husch Blackwell LLP ($10,600); UNITE HERE ($10,512); National Union of Healthcare Workers ($10,484); Carpenters & Joiners Union ($10,000)","Lawyers/Law Firms ($84,571); Building Trade Unions ($71,070); Misc Unions ($62,133); Retired ($52,095); Public Sector Unions ($46,797)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Joaquin,Castro,,,https://www.opensecrets.org/members-of-congress/joaquin-castro/summary?cid=N00033316,"American Federation of State/Cnty/Munic Employees ($10,000); Border Health ($10,000); Laborers Union/Midwest Region ($10,000); Machinists/Aerospace Workers Union ($10,000); Service Employees International Union ($10,000)","Lawyers/Law Firms ($53,167); Retired ($45,296); TV/Movies/Music ($39,295); Public Sector Unions ($37,000); Health Professionals ($34,994)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Gilbert Ray,Cisneros,,,https://www.opensecrets.org/members-of-congress/gil-cisneros/summary?cid=N00041464,"American Israel Public Affairs Cmte ($26,100); Gilbert & Jacki Cisneros Foundation ($23,660); Munoz & Co ($13,200); Wareham Development ($13,200); Philatron Wire & Cable ($12,600)","Leadership PACs ($91,900); Retired ($69,021); Real Estate ($56,140); Health Professionals ($32,077); Pro-Israel ($31,350)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
J. Luis,Correa,,,https://www.opensecrets.org/members-of-congress/correa-lou/summary?cid=N00037260&cycle=2024,"Sanderson J Ray Development ($20,700); New Democrat Coalition ($16,500); American Israel Public Affairs Cmte ($16,206); Google Inc ($14,900); America's Credit Unions ($10,000)","Pharmaceuticals/Health Products ($94,500); Real Estate ($75,835); Oil & Gas ($64,000); Lawyers/Law Firms ($41,360); Building Trade Unions ($40,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Angie,Craig,,,https://www.opensecrets.org/members-of-congress/angie-craig/summary?cid=N00037039,"American Israel Public Affairs Cmte ($327,675); University Of Minnesota ($55,557); EMILY's List ($48,689); End Citizens United ($34,460); Digidems PAC ($30,872)","Retired ($1,037,372); Securities & Investment ($521,827); Pro-Israel ($349,159); Lawyers/Law Firms ($340,209); Leadership PACs ($331,253)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
"Eric A. ""Rick""",Crawford,,,https://www.opensecrets.org/members-of-congress/crawford-rick/summary?cid=N00030770&cycle=2024,"Herzog Contracting ($29,800); Herzog ($19,800); Boeing Co ($11,000); American Israel Public Affairs Cmte ($10,750); American Crystal Sugar ($10,500)","Crop Production & Basic Processing ($90,920); Agricultural Services/Products ($78,250); Railroads ($67,900); Air Transport ($63,750); General Contractors ($53,800)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Monica,De La Cruz,,,https://www.opensecrets.org/members-of-congress/monica-de-la-cruz/summary?cid=N00045793,"American Israel Public Affairs Cmte ($57,406); Energy Transfer Partners ($19,100); Brodie Generational Capital Partners ($16,500); Listos Properties ($16,500); Starkey Hearing Technologies ($16,500)","Retired ($2,345,446); Real Estate ($505,177); Republican/Conservative ($439,281); Leadership PACs ($376,869); Securities & Investment ($323,003)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Richard J.,Durbin,,,https://www.opensecrets.org/members-of-congress/durbin-dick/summary?cid=N00004981&cycle=2024,"Power Rogers LLP ($101,816); Simmons Hanly Conroy ($80,508); State of Illinois ($62,537); Clifford Law Offices ($60,300); Kirkland & Ellis ($54,653)","Lawyers/Law Firms ($1,616,855); Retired ($907,898); Health Professionals ($407,340); Securities & Investment ($406,750); Real Estate ($358,271)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Tom,Emmer,,,https://www.opensecrets.org/members-of-congress/tom-emmer/summary?cid=N00035440,"American Israel Public Affairs Cmte ($454,467); Google Inc ($50,850); Valero Energy ($47,000); KKR & Co ($45,100); National Assn of Broadcasters ($35,750)","Republican/Conservative ($2,093,121); Retired ($1,057,111); Securities & Investment ($888,400); Pro-Israel ($559,686); Human Rights ($383,958)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Randy,Fine,,,https://www.opensecrets.org/officeholders/randy-fine/summary?cycle=2021&id=41676813,"Organization unavailable for these records ($42,413); Hca Management Services ($3,000); Merck & Co ($2,000); Florida Organization Of Agents ($2,000); Southern Group ($1,500)","Lobbyists ($6,000); Lawyers/Law Firms ($5,000); Insurance ($4,750); Hospitals/Nursing Homes ($3,000); Telecom Services ($2,500)",2021,2021,2021,2021,2021,2021
"Charles J. ""Chuck""",Fleischmann,,,https://www.opensecrets.org/members-of-congress/chuck-fleischmann/summary?cid=N00030815,"McKee Foods ($40,300); Oak Ridge National Laboratory ($35,050); DeRoyal Industries ($26,400); Nuscale Power ($19,300); Fluor Corp ($17,600)","Electric Utilities ($160,400); Lobbyists ($98,350); Misc Defense ($76,800); Health Professionals ($73,828); Lawyers/Law Firms ($59,205)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Maxwell,Frost,,,https://www.opensecrets.org/members-of-congress/maxwell-frost/summary?cid=N00049075,"Maher Law Firm ($16,200); Service Employees International Union ($15,337); WarnerMedia Group ($15,200); Pearson Education ($13,270); Badia Spices ($13,200)","Retired ($797,737); Lawyers/Law Firms ($170,089); TV/Movies/Music ($140,194); Education ($131,411); Real Estate ($121,265)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
